Идентификатор вакансии;Наименование вакансии;Город;Работодатель;Дата публикации;Дата создания;График работы;Тип трудоустройства;Требуемый опыт;Количество откликов на вакансию с момента публикации;Количество откликов на вакансию с момента создания;Начальная граница З/П;Конечная граница З/П;Итоговая З/П;Ключевые навыки;Профессиональные роли;Кол-во ключевых навыков
100726478;Инженер-разработчик тепломеханических решений;Москва;В Кадре;2024-06-19 16:52:47;2024-06-19 16:52:47;Полный день;Полная занятость;От 1 года до 3 лет;0;2;170000;;85000;;Инженер-конструктор, инженер-проектировщик;0
91324423;Разработчик MS SSAS (Microsoft SQL Server Analysis Services);Краснодар;Красное & Белое, розничная сеть;2024-06-19 16:52:13;2024-06-19 16:52:13;Гибкий график;Полная занятость;От 3 до 6 лет;2;41;150000;;75000;Cистемы управления базами данных,MS SQL,MS SQL Server,SQL;Программист, разработчик;4
91324353;Разработчик MS SSAS (Microsoft SQL Server Analysis Services);Санкт-Петербург;Красное & Белое, розничная сеть;2024-06-19 16:51:31;2024-06-19 16:51:31;Гибкий график;Полная занятость;От 3 до 6 лет;2;40;150000;;75000;Cистемы управления базами данных,MS SQL,MS SQL Server,SQL;Программист, разработчик;4
102296279;Инженер-программист встраиваемого ПО;Чебоксары;ЧЭАЗ;2024-06-19 16:51:26;2024-06-19 16:51:26;Полный день;Полная занятость;От 3 до 6 лет;1;1;130500;147900;139200;;Инженер-конструктор, инженер-проектировщик;0
92547066;Программист С++;Калининград;Тренд Лайн;2024-06-19 16:50:59;2024-06-19 16:50:59;Полный день;Полная занятость;От 3 до 6 лет;5;48;150000;230000;190000;Английский язык,Базы данных,C++,Git,ООП,STL;Программист, разработчик;6
91324295;Разработчик MS SSAS (Microsoft SQL Server Analysis Services);Москва;Красное & Белое, розничная сеть;2024-06-19 16:50:48;2024-06-19 16:50:48;Гибкий график;Полная занятость;От 3 до 6 лет;3;68;150000;;75000;Cистемы управления базами данных,MS SQL,MS SQL Server,SQL;Программист, разработчик;4
95715420;Fullstack-программист (Middle-Senior);Калининград;Тренд Лайн;2024-06-19 16:50:48;2024-06-19 16:50:48;Полный день;Полная занятость;От 3 до 6 лет;17;111;150000;200000;175000;Английский язык,JavaScript,JavaScript (ES5/ES6),MySQL,Nest,Node.js,Redis,TypeScript,Vue,Vuejs (NuxtJS);Программист, разработчик;10
101659045;Инженер-программист АСУТП;Санкт-Петербург;Лиман-трейд;2024-06-19 16:50:46;2024-06-19 16:50:46;Полный день;Полная занятость;От 3 до 6 лет;1;1;130000;;65000;AutoСad,E-plan,SCADA,Simatic S7,Simatic WinCC flexible,Wonderware InTouch;Программист, разработчик;6
90804107;Разработчик приложений под Android;Калининград;Тренд Лайн;2024-06-19 16:50:45;2024-06-19 16:50:45;Полный день;Полная занятость;От 1 года до 3 лет;30;345;140000;200000;170000;Android,Английский язык,Charts,Clean Architecture,Git,Hilt,Java,JavaScript,Kotlin,MVVM/MVI,Navigation component,Обучение и развитие,PHP,Retrofit,Room,RxJava/Coroutines,SciCharts,Swift,WebSockets,Xib;Программист, разработчик;20
90804103;Разработчик приложений под iOS;Калининград;Тренд Лайн;2024-06-19 16:50:43;2024-06-19 16:50:43;Полный день;Полная занятость;От 3 до 6 лет;48;371;160000;200000;180000;Английский язык,Charts,Git,iOS,Обучение и развитие,ООП,SciCharts,Swift,WebSockets,Xib;Программист, разработчик;10
101280076;Разработчик CRM Битрикс24 (удалённо);Москва;ГК ЭнергоПроф;2024-06-19 16:49:37;2024-06-19 16:49:37;Полный день;Полная занятость;От 1 года до 3 лет;20;20;174000;217500;195750;;Программист, разработчик;0
101519767;Программист 1С;Санкт-Петербург;НПК Морсвязьавтоматика;2024-06-19 16:46:10;2024-06-19 16:46:10;Полный день;Полная занятость;От 1 года до 3 лет;5;5;180000;;90000;1С: Бухгалтерия,1С: Зарплата и управление персоналом,Обновление конфигурации 1С,Основы бухгалтерского учета,Создание конфигурации 1С;Программист, разработчик;5
101279713;Программист 1С;Москва;Коннект персонал;2024-06-19 16:45:36;2024-06-19 16:45:36;Удаленная работа;Полная занятость;От 3 до 6 лет;20;20;;217500;108750;1С: Бухгалтерия,1С: Управление Торговлей,1С: Зарплата и кадры,1С программирование,API,ERP-системы на базе 1С,JSON API,Обновление конфигурации 1С,Создание конфигурации 1С,XML;Программист, разработчик;10
101519688;Senior С# Developer (Unity 3D);Санкт-Петербург;Gachi Games;2024-06-19 16:44:44;2024-06-19 16:44:44;Удаленная работа;Полная занятость;От 3 до 6 лет;99;99;250000;;125000;C#,gamedev,GPU,ООП,Unity,Unity3D;Программист, разработчик;6
99975669;Fullstack разработчик (PHP, Laravel, Vue.js);Санкт-Петербург;Ралмет;2024-06-19 16:43:55;2024-06-19 16:43:55;Полный день;Полная занятость;От 1 года до 3 лет;32;32;100000;130000;115000;JavaScript,Laravel,MySQL,PHP,SQL,Vue.js;Программист, разработчик;6
102295719;Middle/Middle+ IOS разработчик;Москва;Production IT;2024-06-19 16:42:39;2024-06-19 16:42:39;Полный день;Частичная занятость;От 3 до 6 лет;11;11;156600;208800;182700;DeviceActivity,FamilyControls,iOS,Obj-C,React Native,Swift;Программист, разработчик;6
99607047;Backend - разработчик (NodeJS);Смоленск;JetSite.ru;2024-06-19 16:42:31;2024-06-19 16:42:31;Удаленная работа;Полная занятость;От 1 года до 3 лет;6;320;80000;150000;115000;Git,JavaScript,MVC,Node.js,ООП,SQL;Программист, разработчик;6
101655828;GoLang-разработчик;Москва;FINN FLARE;2024-06-19 16:41:18;2024-06-19 16:41:18;Полный день;Полная занятость;От 3 до 6 лет;0;48;180090;240120;210105;Базы данных,Docker,Git,Go,Golang,gRPC,HTTP,MySQL,Ответственность и пунктуальность,PostgreSQL,Работа с базами данных,Работа в команде,REST,Высокая энергичность и инициативность,Желание работать и зарабатывать;Программист, разработчик;15
102295630;Lead / Senior Java разработчик;Москва;Bell Integrator;2024-06-19 16:41:16;2024-06-19 16:41:16;Удаленная работа;Полная занятость;От 3 до 6 лет;1;1;;300000;150000;;Программист, разработчик;0
98240416;Инженер-программист по внедрению и сопровождению КИС ЕМИАС в отдел информационных технологий;Москва;ГБУЗ ПКБ №4 им. П. Б. Ганнушкина ДЗМ;2024-06-19 16:38:49;2024-06-19 16:38:49;Полный день;Полная занятость;От 1 года до 3 лет;0;22;100000;;50000;Автоматизация технологических процессов,Информационные технологии,КИС ЕМИАС,Продвинутый пользователь ПК,Техническая поддержка,Умение работать в условиях многозадачности;DevOps-инженер;6
101874568;Go developer/engineer (High Load Platform);Санкт-Петербург;Софтвайс;2024-06-19 16:38:09;2024-06-19 16:38:09;Полный день;Полная занятость;От 3 до 6 лет;12;12;230000;300000;265000;Базы данных,Go,Golang,PostgreSQL;Программист, разработчик;4
95132898;Программист 1С в офис;Краснодар;Тор;2024-06-19 16:37:58;2024-06-19 16:37:58;Полный день;Полная занятость;От 3 до 6 лет;0;3;100000;;50000;1С программирование,Автоматизация документооборота,Базы данных,Обновление конфигурации 1С,SQL;Другое;5
102295237;Помощник программиста 1С (junior);Нижний Новгород;ТК Машкрепеж-НН;2024-06-19 16:37:42;2024-06-19 16:37:42;Полный день;Полная занятость;Нет опыта;0;0;50000;;25000;1С программирование,Аналитическое мышление,Деловое общение,Разработка технических заданий;Программист, разработчик;4
101657123;Старший программист / Middle+ Developer .Net;Ростов-на-Дону;Быстрые отчеты;2024-06-19 16:37:21;2024-06-19 16:37:21;Удаленная работа;Полная занятость;От 3 до 6 лет;62;62;150000;;75000;.NET Core,.NET Framework,ASP.NET,ASP.NET Core,Blazor,C#,Docker,Git,MS Visual Studio,ООП,Skia,SOLID,SQL,WASM,Windows Forms,WPF;Программист, разработчик;16
102295123;IOS разработчик (middle/senior);Москва;А17;2024-06-19 16:36:22;2024-06-19 16:36:22;Полный день;Полная занятость;От 3 до 6 лет;12;12;200000;350000;275000;CocoaPods,Git,Objective-C,SOLID,SQLite,Swift,SwiftTUI,UIKit,Xcode;Программист, разработчик;9
94412607;Программист 1С;Славянск-на-Кубани;Абразивные технологии;2024-06-19 16:36:07;2024-06-19 16:36:07;Полный день;Полная занятость;От 1 года до 3 лет;0;6;119999;119999;119999;1С: Управление Производственным Предприятием,1С программирование;Программист, разработчик;2
101656792;Программист 1С;Волгоград;Поволжье-Транс;2024-06-19 16:34:44;2024-06-19 16:34:44;Полный день;Полная занятость;От 1 года до 3 лет;4;4;150000;;75000;1С: Предприятие,1С: Зарплата и кадры,1С программирование,Аналитическое мышление,Базы данных,Обновление конфигурации 1С,Работа с большим объемом информации,Создание конфигурации 1С,Техническая поддержка;Программист, разработчик;9
